title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	age group	brand	color	cost of goods sold	custom label 0	description	gender	google product category	gtin	identifier exists	image link	item group id	link	mpn	product type	sell on google quantity	shipping weight	size
Riviera 5 Drawer Chest White | OMF	shopify_AU_7541309997253_42492324020421	798.00 AUD	37	2	448.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"Upgrade your storage with the Riviera 5 Drawer Chest in white. Compact yet spacious design by OMF. Perfect for any room. Shop to enhance your home decor.
"		furniture > cabinets & storage > storage chests			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RIVIERA5DSLAWHIFA01_c9a14700-ba43-4cc6-beb3-099910377a74.jpg?v=1699288609		https://www.omf.net.au/products/riviera-5-drawer-chest-white?variant=42492324020421&currency=AUD		Tallboy		0 kg	
Platform Queen Base | OMF	shopify_AU_6161508368581_37905904664773	698.00 AUD	0	0	598.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia	Grey		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!		furniture > beds & accessories > beds & bed frames			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_FT_01.jpg?v=1699547750		https://www.omf.net.au/products/premium-platform-qn-base?variant=37905904664773&currency=AUD		Beds & Bases		0 kg	
Reklaim 4 Drawer Tallboy | OMF	shopify_AU_7291358085317_41813191459013	798.00 AUD	4	0	638.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	The Reklaim 4 Drawer Tallboy is perfect for a contemporary bedroom with its modern and simple design. Buy Online Now!		furniture > cabinets & storage > storage chests			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/ReklaimTallboyFA01.jpg?v=1696005180		https://www.omf.net.au/products/reklaim-4-drawer-tallboy?variant=41813191459013&currency=AUD		Tallboy		0 kg	
Alma Scandi Coffee Table 1 Drawer 1 Shelf | OMF	shopify_AU_7545280004293_42502786941125	102.00 AUD	3	1			in stock	AU		AU		AU		Online	AU	en			Meubilair		0.00 AUD	Receiving Clicks	The Alma coffee table offers a sleek modern scandi design featuring open storage shelf and a storage drawer on classic metal runners. The white laminated finish and natural pinewood legs adds a modern scandi look to your home interior. This item will give your living space a beautifully presented modern classic look. 		furniture > tables > accent tables > coffee tables			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MEU3460_web_05.jpg?v=1699634313		https://www.omf.net.au/products/alma-scandi-1-drawer-1-shelf-coffee-table?variant=42502786941125&currency=AUD		Coffee Table	4	0 kg	
Jazz 3 Seat Sofa Dark Blue Velvet | OMF	shopify_AU_7669385265349_42862317699269	604.00 AUD	11	0			in stock	AU		AU		AU		Online	AU	en			Zinus			Receiving Clicks	"Experience unbeatable comfort with the Jazz 3 Seat Sofa in Dark Blue velvet on trend fabric. Perfect for adding a stylish touch to your living room. Dive into comfort today.
"		furniture > sofas			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BentonSofa_NavyVelvetUSSBTF-3NV.jpg?v=1708696270		https://www.omf.net.au/products/jazz-3seat-sofa-dark-blue-velvet?variant=42862317699269&currency=AUD		Furniture	15	43.8 kg	
Maynard Comforter Set Blue Queen/King | OMF	shopify_AU_7564205457605_42549486616773	289.00 AUD	1	0			in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Inject some pizzazz into your bedroom with the super spiffy Maynard Comforter Set. This lavish six-piece set boasts a cozy comforter, plus two standard pillowcases, two Euro-style pillowcases, and one cushion cover. Choose between chic three shades - Green, Grey and Blue - to create the perfect ambiance."		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SMAYBQMAYBSKMAYB-1.jpg?v=1701794333		https://www.omf.net.au/products/maynard-comforter-set-blue-qn-kg?variant=42549486616773&currency=AUD		Quilt	116	0 kg	
East Side Table Lamp Brass with Black Shade | OMF	shopify_AU_7559692353733_42532135764165	159.00 AUD	0	1		new	in stock	AU		AU		AU		Online	AU	en			Cafe Lighting			Receiving Clicks	"Inspired by modern moods with mesmerising metallic details, the East Side table lamp in brass is effortlessly elegant and adaptable to both contemporary and classic interiors. The sleek glass cylindrical base with brass finished detailing creates a sophisticated accent to the contrasting black drum shade, illuminating the space with gentle glamour. A total height of 61cm, the East Side table lamp floats lightly amongst its surroundings, working wonderfully in a bedroom, living room or flanking the ends of an entry console."		home & garden > lighting > lamps		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/12376_1.jpg?v=1700239331		https://www.omf.net.au/products/east-side-table-lamp-brass-with-black-shade?variant=42532135764165&currency=AUD		Lamps	60	0 kg	
Chiquita Square Velvet Cushion White | OMF	shopify_AU_7564202180805_42549481996485	43.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Printed on a gorgeous linen look cotton fabric, this beautiful floral design features stunning green tones that are depicted in the leaves which are scattered across the bed. Add the coordinate printed velvet cushion to complete the look."		home & garden > linens & bedding > bedding > pillowcases & shams		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SQCHI.jpg?v=1701967548		https://www.omf.net.au/products/chiquita-square-velvet-cushion-43cm-white?variant=42549481996485&currency=AUD		Cushion	120	0 kg	
Comfort In Cotton Quilted Mattress Protector White Single | OMF	shopify_AU_7562960371909_42544108667077	79.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Our Comfort in Cotton mattress protector is crafted from super-soft and reliable cotton japara fabric to guarantee your sound sleep for years and years. Boasting a classic diamond quilt pattern and full with 230gsm of pure cotton, this mattress protector will keep you cool and coddle your mattress. Wonderfully easy to care for, this mattress protector can be machine washed and tumble dried - plus its 50cm skirt is designed to fit all mattresses. Its ultra-fresh treated material is also there to halt the spread of bacteria, fungi, and dust mites. All this along with a 5 year warranty against faulty materials and workmanship. (And get the matching pillow protectors too!)"		home & garden > linens & bedding > bedding > mattress protectors		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/cornershotcotton_161d6dbc-42d1-4c7b-a029-87b77a1ebe95.jpg?v=1703263032		https://www.omf.net.au/products/comfort-in-cotton-quilted-mattress-protector-white-sg?variant=42544108667077&currency=AUD		Mattress Protector	105	0 kg	
Cotton Electric Blankets Single | OMF	shopify_AU_7610967752901_42698529013957	139.95 AUD	0	0			in stock	AU		AU		AU		Online	AU	en			Bambi			Receiving Clicks	"Stay warm in winter with our cosy cotton electric blanket. It features multi zone heating and customizable temperature levels for the ultimate comfort. The detachable controllers and safety features make it easy to use and care for. The cotton fabric is soft, breathable, and absorbs moisture for a peaceful night's sleep."		home & garden > linens & bedding > bedding > blankets			https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CottonElectricBlanketfolded500x500_55001cc8-cc99-4ca3-8673-26d800d1fec0.jpg?v=1705281810		https://www.omf.net.au/products/cotton-electric-blankets-sg?variant=42698529013957&currency=AUD		Blanket	70	2000 g	
Royal Comfort Blended Bamboo Sheet Set Double Warm Grey | OMF	shopify_AU_7552844169413_42520704581829	41.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Upgrade your bedroom and indulge in a deep and restful sleep with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort! Revolutionary softness is what you get with this Bamboo Rich Sheet Sets 1000TC pure soft feel. With an optimum, luxury blend of 40% natural bamboo and 60% premium microfibre, it has been designed to be satin smooth and lightweight, offering itself as a practical option for year-round comfort. The bamboo fibres in this Bamboo Rich Sheet Set are expertly crafted into a natural, environmentally friendly, temperature-regulating and durable fabric that works to ensure moisture wicking, leading to a comfortable sleep environment. The bamboo fibres inherent thermal-regulating properties guarantee that you keep warm in winter and cool in summer. Alongside this, the Bamboo Rich Sheet is hypoallergenic, anti-microbial and odour-resistant, making it a great product for those who suffer from allergies. With this sheet sets attractive, silken lustre, and its premium bamboo rich combination, experience unmatched comfort and style with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Features: - - Brand: Royal Comfort - Thermal-regulating properties guarantee that you keep warm in winter and cool in summer - 1000 thread count - Opulent blend of 40% natural bamboo and 60% premium microfibre - Hypoallergenic, anti-microbial and odour-resistant - Perfect for all-seasons - Pure soft feel and finish - Highly breathable - Experience revolutionary softness, luxury and comfort"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/201995_430__2.jpg?v=1700843725		https://www.omf.net.au/products/royal-comfort-blended-bamboo-sheet-set-db-warm-grey?variant=42520704581829&currency=AUD		bed sheets	97	0 kg	
Purespa Ultrasonic Diffuser - Violet | OMF	shopify_AU_7590415597765_42625533477061	49.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Create an aromatic paradise with PureSpa's Cool Mist Ultrasonic Diffuser! Through ultrasonic technology, it fills the air with essential oils for a tranquil experience. With a 400ml tank and 3-hour continuous or 6-hour intermittent modes, this diffuser is sleek and practical."		home & garden > decor > home fragrances		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/501665_1c.jpg?v=1703176676		https://www.omf.net.au/products/purespa-ultrasonic-violet-diffuser?variant=42625533477061&currency=AUD		Diffuser	2529	0.74 kg	
Fletcher Flannelette Sheet Set Stone King | OMF	shopify_AU_7558642565317_42530420326597	109.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Cuddle up with our range of luxurious flannelette sheets. These brushed cotton sheets are so soft and cozy, you'll feel like you're swaddled in a cloud of comfort! With deep walls (40cm) for an easy fit, and stylish cuffs and piping, these cozy sheets come in a variety of cheerful colors."		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/1SFLESTKSFLESTDFLESTQFLESTKFLESTSKFLESTSPKFLEST_a5005d5e-6a87-490e-b8a8-7dfba88f933c.jpg?v=1702139589		https://www.omf.net.au/products/fletcher-170gsm-cotton-twill-flannelette-stone-king?variant=42530420326597&currency=AUD		bed sheets	50	0 kg	
Tenley 2 Drawer Bedside Table | OMF	shopify_AU_7350745661637_41979118977221	168.00 AUD	2	2			in stock	AU		AU		AU		Online	AU	en			Meubilair		95.00 AUD	Receiving Clicks	The Tenley 2 drawer bedside table is the perfect bedside table to store your bedroom accessories. Shop Online today!		furniture > tables > nightstands			https://cdn.shopify.com/s/files/1/0523/6729/4661/products/AUSTOBS2DTENWHIXXX-8314-WHT_web_2.jpg?v=1673627485		https://www.omf.net.au/products/tenley-2-drawer-bedside-table?variant=41979118977221&currency=AUD		Furniture	12	14.6 kg	
Urban Support Queen Mattress | OMF	shopify_AU_6153595912389_37877160411333	3698.00 AUD	39	30	1479.00 AUD	new	in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	Are you looking for some stylish luxury in your bedroom? Talk to our cOMFy Experts today about the Urban Support Eco Foam mattress!	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/UrbanSupport_Graph_FL.png?v=1699461277		https://www.omf.net.au/products/urban-support-qn-mattress?variant=37877160411333&currency=AUD		Mattress		0 kg	
Refresh Soft King Mattress | OMF	shopify_AU_7530516185285_42473580626117	3196.00 AUD	1	2	1470.00 AUD		in stock	AU		AU		AU		Online	AU	en			Original Mattress Factory Australia			Receiving Clicks	"No wonder the Refresh Soft King Mattress is so popular! Featuring organic cotton, a Latex mattress with all that extra comfort is always going to be a big hit. Buy now!"	unisex	furniture > beds & accessories > mattresses		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/RefreshSoftFA_57b54dcd-feec-45a8-be7e-e0cf32ba8244.png?v=1698856490		https://www.omf.net.au/products/refresh-soft-kg-mattress?variant=42473580626117&currency=AUD		Mattress		0 kg	
Rosedale Bedspread Set White Double | OMF	shopify_AU_7562959290565_42544107585733	189.00 AUD	1	0		new	in stock	AU		AU		AU		Online	AU	en			Bianca			Receiving Clicks	"Elevate your bedroom with this endlessly stylish double bedspread, featuring heritage hues and an eye-catching floral pattern. A white backdrop ensures the colours really pop - it's timeless bed linen that'll be envied for years to come!"		home & garden > linens & bedding > bedding > quilts & comforters		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/SROS_KSROS_DROS_QROS_KROS-1.jpg?v=1702053483		https://www.omf.net.au/products/rosedale-multi-bedspread-set-white-db?variant=42544107585733&currency=AUD		bedspreads	58	0 kg	
Royal Comfort Blended Bamboo Sheet Double Set White | OMF	shopify_AU_7552773193925_42520565153989	36.00 AUD	0	0		new	in stock	AU		AU		AU		Online	AU	en			Australian Business Mobiles			Receiving Clicks	"Upgrade your bedroom and indulge in a deep and restful sleep with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Revolutionary softness is what you get with this Bamboo Rich Sheet Set’s 1000TC pure soft feel. With an optimum, luxury blend of 40% natural bamboo and 60% premium microfibre, it has been designed to be satin smooth and lightweight, offering itself as a practical option for year-round comfort.The bamboo fibres in this Bamboo Rich Sheet Set are expertly crafted into a natural, environmentally-friendly, temperature-regulating and durable fabric that works to ensure moisture wicking, leading to a comfortable sleep environment. The bamboo fibres’ inherent thermal-regulating properties guarantee that you keep warm in winter and cool in summer. Alongside this, the Bamboo Rich Sheet is hypoallergenic, anti-microbial and odour-resistant, making it a great product for those who suffer from allergies. With this sheet set’s attractive, silken lustre, and its premium bamboo rich combination, experience unmatched comfort and style with the Pure Soft Bamboo Rich Sheet Set, designed by Royal Comfort. Features:Brand: Royal ComfortThermal-regulating properties guarantee that you keep warm in winter and cool in summer1000 thread countOpulent blend of 40% natural bamboo and 60% premium microfibreHypoallergenic, anti-microbial and odour-resistantPerfect for all-seasonsPure soft feel and finishHighly breathableExperience revolutionary softness, luxury and comfortOnline only"		home & garden > linens & bedding > bedding > bed sheets		no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/202000_2_edabfcb8-4f84-494f-a2c4-730e0ee7cbb9.jpg?v=1700012993		https://www.omf.net.au/products/royal-comfort-blended-bamboo-sheet-double-set-white?variant=42520565153989&currency=AUD		bed sheets	241	1.2 kg	
