title	id	price	clicks	unpaid clicks	sale price	condition	availability	Dynamic Remarketing - active	Dynamic Remarketing - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	feed label	language	additional image link	brand	color	cost of goods sold	custom label 0	description	gender	google product category	identifier exists	image link	item group id	link	product type	sell on google quantity	shipping weight	size
Premium Platform Queen Base Double / Plush Sky | OMF	shopify_AU_6161508368581_40934444433605	598.00 AUD	0	3			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_RA_01.jpg?v=1698165251,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_Q_RA_01.jpg?v=1698165247,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/PlatformStd_S_FT_01.jpg?v=1698165252,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_RA_01.jpg?v=1698165250,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_KS_FT_01.jpg?v=1698165249,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_FT_01.jpg?v=1698165256,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_RA_01.jpg?v=1698165255,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_K_FT_01.jpg?v=1698165254,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Platform_Std_SK_RA_01.jpg?v=1698165248	Original Mattress Factory Australia	Plush Sky		Receiving Clicks	The Premium Platform Base features a solid timber construction with a foam comfort layer & quality craftsmanship. The perfect ensemble bed base. Order online today!				https://cdn.shopify.com/s/files/1/0523/6729/4661/files/plush-sky.jpg?v=1698165265	shopify_AU_6161508368581	https://www.omf.net.au/products/premium-platform-base?variant=40934444433605&currency=AUD	Beds & Bases		0 kg	Double
Oslo Oak 2 Drawer Bedside Natural White | OMF	shopify_AU_7557190975685_42527838699717	248.00 AUD	2	1	198.00 AUD		in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OsloST2FAWhite_5384c1a7-3620-48a4-980a-20fc7afde30b.jpg?v=1712905275	Original Mattress Factory Australia			Receiving Clicks	"Experience the minimalist elegance of the Oslo Oak 2 Drawer Bedside in Natural White, designed for modern homes. Crafted from superior quality oak for durability. Shop for style and great storage solution.
"		furniture > tables > nightstands		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OsloAngleST2White_34e68855-859c-4279-b75e-2840cd7cb599.jpg?v=1715755448		https://www.omf.net.au/products/oslo-oak-2-draw-bedside-natural-white?variant=42527838699717&currency=AUD	Furniture		0 kg	
Essentials BiB King Single Bed Frame with USB | OMF	shopify_AU_7510211363013_42426885013701	298.00 AUD	7	14		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Enhance your bedroom with OMF's Essentials BiB King Single Bed Frame. Details include integrated USB ports for easy device charging. Invest in sleep perfection today		furniture > beds & accessories > beds & bed frames	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/EssentialBIBUSBStyled1K_14aba10f-ebc5-43b6-918b-3b7969bfd908.png?v=1697733341		https://www.omf.net.au/products/essentials-bib-king-single-bed-frame-with-usb?variant=42426885013701&currency=AUD	Bed Frame		0 kg	
Essentials Tufted Double Bed Frame with USB | OMF	shopify_AU_7510208610501_42426879082693	468.00 AUD	9	1			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-10_e16b6094-fa01-4ebf-95ad-85e7d78a6ba6.jpg?v=1697733326,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Platformbedwooddetail-BG_b165ae33-3c12-4f65-82f4-cb9ae80d7eed.jpg?v=1697733327,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-02_43129b7e-4899-4f48-b1bd-aa49d2815524.jpg?v=1697733329,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Platformbedwooddetail-Q_5e892981-a52f-4220-af66-3e19d31195a6.jpg?v=1697733330	Original Mattress Factory Australia			Receiving Clicks	"Upgrade your sleep comfort with our Essentials Tufted Double Bed Frame with USB. A perfect blend of style, convenience, and durability for any contemporary bedroom. Shop today for better sleep!
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/OM-FPPOPE-14-6_6b8f0819-cbfc-4bf0-91ae-6f3be1250e6c.jpg?v=1697733324		https://www.omf.net.au/products/essentials-tufted-db-bed-frame-with-usb?variant=42426879082693&currency=AUD	Bed Frame		0 kg	
Steelstrong Grid Platform Single Mattress Base Midnight Grey | OMF	shopify_AU_7706825326789_42997998747845	398.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"The Perfect partner for any mattress, in quality midnight-grey designer fabric for a touch of class and a standard base depth of 340mm high. Order online today!"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/5219_bf12d0cb-8e22-4eb0-9d7b-d8195305fa28.jpg?v=1710909372		https://www.omf.net.au/products/steelstrong-grid-platform-mattress-base-midnight-grey-single?variant=42997998747845&currency=AUD	Beds & Bases		0 kg	
Bamboo Jersey Plus Super King Mattress Protector | OMF	shopify_AU_7526156861637_42466529411269	125.95 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BambooJerseyPlusStyled_9a476cac-ca1d-4d21-b30a-c53e6a8501af.jpg?v=1698684055,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BambooJerseyPlusPillowProtector_1511606b-ef2e-4e3b-a7e5-d13b0d553aa6.jpg?v=1698684056,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BambooJerseyPlusMattProtector_9df49a77-5743-43f9-952b-260d975ab1a6.jpg?v=1698684057,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BambooJerseyPlusZipper_105e402b-c3dd-400a-9482-ed55adb20518.jpg?v=1698684059	Original Mattress Factory Australia		55.00 AUD	Receiving Clicks	"Protect your Super King mattress with the luxurious Bamboo Jersey Plus Mattress Protector from OMF. Enjoy peace of mind with hygienic, breathability benefits. Shop today for a fresher sleep.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BambooJerseyPlus_1_14f8d512-4c22-4eb1-8e55-c0dc707b6f75.png?v=1698684054		https://www.omf.net.au/products/bamboo-jersey-plus-sk-mattress-protector?variant=42466529411269&currency=AUD	Mattress Protector		0 kg	
Silky Cool Tencel King Single Mattress Protector | OMF	shopify_AU_7520637288645_42453121302725	169.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MattressCover_SilyCool_f8c2cf52-abcc-452f-9c31-37fb85cbbd2e.jpg?v=1700537651	Original Mattress Factory Australia			Receiving Clicks	"Protect your mattress with OMF's Silky Cool Tencel King Single Mattress Protector. Offering premium quality and enhanced comfort. Order yours to experience the difference.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/TencelSig_MP_KSingle_5969d0de-7bc8-4e57-960b-3e7bf1b89de5.jpg?v=1700537651		https://www.omf.net.au/products/silky-cool-tencel-ks-mattress-protector?variant=42453121302725&currency=AUD	Mattress Protector		0 kg	
Urban Plush Queen Mattress | OMF	shopify_AU_6153596862661_37877165359301	3698.00 AUD	44	16	1479.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Are you looking for some stylish luxury in your bedroom? Talk to the OMF Experts today about the Urban Support Eco Foam mattress!	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/UrbanPlush500x72.jpg?v=1699461283		https://www.omf.net.au/products/urban-plush-qn-mattress?variant=37877165359301&currency=AUD	Mattress		0 kg	
Urban Plush Double Mattress | OMF	shopify_AU_7507250905285_42422082961605	3548.00 AUD	6	0	1419.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience heavenly comfort with our Urban Plush Double Size Mattress at OMF. Ideal for a good night's sleep, it provides perfect balance between firmness and softness. Try it out today."	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/UrbanPlush500x72_1f207f3f-9b16-4cad-b524-fda9d331023c.jpg?v=1699461925		https://www.omf.net.au/products/urban-plush-db-mattress?variant=42422082961605&currency=AUD	Mattress		0 kg	
Original P1 King Single Mattress | OMF	shopify_AU_7494230212805_42378494181573	428.00 AUD	0	2		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience sound sleep with the Original P1 Mattress for King Single Bed from OMF. High-quality, supportive, and designed for comfort. Upgrade your sleep today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/P1byOMFFA_4a8779b7-4f44-4c48-9f36-9d26d6ebe5fc.jpg?v=1699461890		https://www.omf.net.au/products/original-p1-ks-mattress?variant=42378494181573&currency=AUD	Mattress		0 kg	
Byron Plush Double Mattress | OMF	shopify_AU_7492102848709_42373333221573	2846.00 AUD	1	0	1309.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Rest easy on the Byron Plush Double Size Mattress from OMF. Experience optimal comfort and support for a rejuvenating night's sleep. Make your sleep quality a priority today. Shop Now.	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/ByronFA_11ad23bf-4f75-4374-b2d5-a08ef9140a76.jpg?v=1699461600		https://www.omf.net.au/products/byron-plush-double-size-mattress?variant=42373333221573&currency=AUD	Mattress		0 kg	
BC7 Plush King Mattress | OMF	shopify_AU_7492101406917_42373330141381	2798.00 AUD	4	0	1119.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Experience ultimate comfort with OMF's BC7 King Size Mattress. High-quality, supportive and designed for a restful night's sleep. Upgrade your sleep experience today.
"	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/BC7_Q_S_TV_FA_d6d1bc92-2f4f-4297-b211-b5fb3e890bfc.jpg?v=1699547975		https://www.omf.net.au/products/bc7-plush-kg-sized?variant=42373330141381&currency=AUD	Mattress		0 kg	
Premium Buttons Upholstered Queen Bedhead King / Mazza Marble | OMF	shopify_AU_6558054711493_42446819590341	898.00 AUD	1	0		new	in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/FSButtons_BH_KG_CH_01.jpg?v=1698165309,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/FSButtons_BH_KG_GY_01.jpg?v=1698165308	Original Mattress Factory Australia	Mazza Marble		Receiving Clicks	"Experience luxury with the Premium Buttons Upholstered Bedhead in a choice of designer colours from OMF. Crafted for comfort and style with top-quality materials, it is an elegant addition to any bedroom. Buy yours today."		furniture > beds & accessories > bed & bed frame accessories	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MAZZA-MARBLE.jpg?v=1698165320	shopify_AU_6558054711493	https://www.omf.net.au/products/premium-buttons-upholstered-bedhead?variant=42446819590341&currency=AUD	Bedhead		0 kg	King
Forest Timber Queen Bed Frame | OMF	shopify_AU_7793295524037_43260935536837	998.00 AUD	8	3	798.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Transform your bedroom into a rustic oasis with the Forest Timber Queen Bed Frame made from reclaimed timber		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7360.jpg?v=1713225398		https://www.omf.net.au/products/forest-timber-qn-bed-frame?variant=43260935536837&currency=AUD	Bed Frame		60 kg	
Premium 4 Drawer East West Queen Base Super King / Plush Indigo | OMF	shopify_AU_6173705109701_42446623637701	1898.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EastWest4DCA.jpg?v=1698165273,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EastWest4DFOA.jpg?v=1698165272,https://cdn.shopify.com/s/files/1/0523/6729/4661/products/EastWest4DOA.jpg?v=1698165274,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Rover-Ocean.jpg?v=1698165282	Original Mattress Factory Australia	Plush Indigo		Receiving Clicks	The Premium 4 Drawer East West Base is the perfect bedroom addition. This platform base offers modern style and storage solutions. See it online today! 			no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/Plush_Indigo_b7b3e404-fe60-4086-a3bf-66dd6b1e6e0c.jpg?v=1698165279	shopify_AU_6173705109701	https://www.omf.net.au/products/premium-4-drawer-east-west-base?variant=42446623637701&currency=AUD	Beds & Bases		0 kg	Super King
Lotus Upholstered Queen Bed Frame With USB | OMF	shopify_AU_7343459860677_41950913528005	498.00 AUD	3	0	448.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Lotus bed frame will not only give your bedroom a stylish look with a modern and contemporary look to complement any bedroom decor. Buy OMF online now!		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/products/CNBEFUPQNLOTCHAXXX_FA-Copy.png?v=1700670796		https://www.omf.net.au/products/lotus-upholstered-bed-frame-with-usb?variant=41950913528005&currency=AUD	Bed Frame		0 kg	
BC7 Support Queen Mattress | OMF	shopify_AU_6153593815237_37877144453317	2498.00 AUD	3	3	999.00 AUD	new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	This pressure-relieving 7-zone pocket spring motion bed mattress is the perfect choice for comfort & support. Features bamboo charcoal Coolux foam. Order now! 	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/products/BC7_Q_S_TV_FA.jpg?v=1699461267		https://www.omf.net.au/products/bc7-support-qn-mattress?variant=37877144453317&currency=AUD	Mattress		0 kg	
Mason Upholstered Single Bed Frame with USB | OMF	shopify_AU_7510143893701_42426793754821	348.00 AUD	3	3			in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"Revamp your room with the Mason Upholstered Single Bed Frame, featuring a convenient USB port. Upgrade your sleep environment for higher comfort and practicality. Simply the perfect addition to any modern bedroom.
"		furniture > beds & accessories > beds & bed frames		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CNBEFUPKSMASGRELIG_FA_3d7203a5-891e-420f-9815-266a21468dfb.png?v=1697733238		https://www.omf.net.au/products/mason-upholstered-sg-bed-frame-with-usb?variant=42426793754821&currency=AUD	Bed Frame		0 kg	
Cool Jacquard Plus Double Mattress Protector Pack | OMF	shopify_AU_7526302482629_42466693087429	199.95 AUD	1	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardProtectorSetFolded_cd858dd7-ed93-45a2-b52f-3502cbd262d4.jpg?v=1698684080,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardPillowProtectorStyled_e0f8e370-cc16-4d3d-bcd7-b201632bd6de.jpg?v=1698684081,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardMattProtectorDetail_113222fc-7a9c-4cf1-b5e0-16f5a7f05ca8.jpg?v=1698684083,https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquardMattProtectorDetail2_7fdaf22e-b16e-4100-9135-eef368b1446f.jpg?v=1698684084	Original Mattress Factory Australia		84.00 AUD	Receiving Clicks	"Experience superior comfort with OMF's Cool Jacquard Plus Double Mattress Protector Pack. Ideal for promoting sleep hygiene, longevity of the mattress. Shop it today!
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/CoolJacquard_ebdb5f28-9459-4830-aa12-f58b503a1bd6.png?v=1698684079		https://www.omf.net.au/products/cool-jacquard-plus-double-mattress-protector-pack?variant=42466693087429&currency=AUD	Mattress Protector		0 kg	
Original P1 Cruizer Double Size Mattress | OMF	shopify_AU_7839488508101_43362495725765	498.00 AUD	45	1		new	in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	Experience restful slumber with the Original P1 Cruizer Medium Double Size Mattress from OMF. Its perfect blend of comfort and support ensures you wake up refreshed. Get the perfect night's sleep you deserve.	unisex	furniture > beds & accessories > mattresses	no	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/Original-P1-Cruizer-QN-FA.png?v=1714114959		https://www.omf.net.au/products/p1-cruizer-db-size-mattress?variant=43362495725765&currency=AUD	Mattress		0 kg	
Hamptons Bedside Table 2 Drawer White | OMF	shopify_AU_7864744607941_43430365659333	288.00 AUD	3	0	230.00 AUD		in stock	AU		AU		AU		Online	AU	en		Original Mattress Factory Australia			Receiving Clicks	"This Hamptons Bedroom furniture collection radiates coastal vibes and brings a laid-back, beachy feel to any sleeping space, it showcases a bed frame (available in 2 sizes), bedside and 4 drawer tallboy. Give your bedroom a touch of sophistication with this exquisite range."		furniture > tables > nightstands		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/T2_7296.jpg?v=1714698466		https://www.omf.net.au/products/hamptons-bedside-table-2draw-white?variant=43430365659333&currency=AUD	Bedside Table		15 kg	
Silky Cool Tencel Single Mattress Protector | OMF	shopify_AU_7520631062725_42453112717509	154.00 AUD	0	0			in stock	AU		AU		AU		Online	AU	en	https://cdn.shopify.com/s/files/1/0523/6729/4661/files/MattressCover_SilyCool_d5dbd6e8-3c5a-42b6-9435-1b3e7f086a60.jpg?v=1700537594	Original Mattress Factory Australia			Receiving Clicks	"Protect your single mattress with OMF's Silky Cool Tencel Protector. A breathable, moisture-wicking solution for improved sleep quality. Experience the difference today.
"		home & garden > linens & bedding > bedding > mattress protectors		https://cdn.shopify.com/s/files/1/0523/6729/4661/files/TencelSig_MP_Single_d5411644-1459-4464-9c77-30c164694b2e.jpg?v=1700537594		https://www.omf.net.au/products/silky-cool-tencel-sg-mattress-protector?variant=42453112717509&currency=AUD	Mattress Protector		0 kg	
